Product Name,Region,Sales,Profit,Discount,Category,Order Date
Case Logic 2.4GHz Wireless Keyboard,East,99.98,7.99839999999999,0.0,Technology,7/23/2014
LG G3,West,156.792,17.6391,0.2,Technology,5/30/2017
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,West,35.36,-3.094,0.2,Technology,5/30/2017
Tensor Brushed Steel Torchiere Floor Lamp,West,13.592,-0.3398,0.2,Furniture,5/30/2017
SAFCO Arco Folding Chair,East,386.68,-5.52400000000003,0.3,Furniture,3/13/2016
Kensington Expert Mouse Optical USB Trackball for PC or Mac,East,379.96,47.4949999999999,0.2,Technology,3/13/2016
Polycom CX600 IP Phone VoIP phone,East,539.91,-116.9805,0.4,Technology,3/13/2016
"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",East,41.24,13.9185,0.2,Office Supplies,3/13/2016
Ibico EB-19 Dual Function Manual Binding System,East,51.897,-41.5176,0.7,Office Supplies,3/13/2016
"SAFCO Commercial Wire Shelving, Black",East,552.56,-138.14,0.2,Office Supplies,3/13/2016
GBC VeloBind Cover Sets,East,23.16,-15.44,0.7,Office Supplies,3/13/2016
Space Solutions Industrial Galvanized Steel Shelving.,East,126.08,-28.368,0.2,Office Supplies,3/13/2016
Okidata MB491 Multifunction Printer,East,449.1,-643.71,0.7,Technology,3/13/2016
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,East,195.104,21.9492,0.2,Office Supplies,4/10/2017
"Linden 10"" Round Wall Clock, Black",East,36.672,6.4176,0.2,Furniture,4/10/2017
"Global Value Mid-Back Manager's Chair, Gray",Central,85.246,-6.08900000000001,0.3,Furniture,6/25/2016
Eldon Executive Woodline II Cherry Finish Desk Accessories,Central,32.712,-26.1696,0.6,Furniture,6/25/2016
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",South,11.43,5.3721,0.0,Office Supplies,3/17/2014
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",South,30.44,14.9156,0.0,Office Supplies,3/17/2014
Xerox 1957,South,12.96,6.3504,0.0,Office Supplies,3/17/2014
EcoTones Memo Sheets,South,16.0,7.68,0.0,Office Supplies,3/17/2014
Belkin 6 Outlet Metallic Surge Strip,South,32.67,8.4942,0.0,Office Supplies,3/17/2014
"Super Bands, 12/Pack",West,4.464,-0.9486,0.2,Office Supplies,8/9/2014
Avery Hole Reinforcements,West,9.345,-6.5415,0.7,Office Supplies,8/9/2014
"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",West,9.144,3.0861,0.2,Office Supplies,7/26/2015
Tuff Stuff Recycled Round Ring Binders,West,23.136,8.3868,0.2,Office Supplies,7/26/2015
Newell 334,West,99.2,25.792,0.0,Office Supplies,7/26/2015
Pressboard Data Binders by Wilson Jones,West,21.36,7.209,0.2,Office Supplies,2/15/2014
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",West,46.9,13.132,0.0,Furniture,3/24/2015
Acco Translucent Poly Ring Binders,West,18.72,6.552,0.2,Office Supplies,9/2/2017
Hon 2111 Invitation Series Straight Table,West,236.528,-2.95660000000001,0.2,Furniture,9/2/2017
Avery 51,West,18.9,8.694,0.0,Office Supplies,11/16/2015
Xerox 195,Central,10.688,3.7408,0.2,Office Supplies,12/9/2014
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Central,237.096,20.7459,0.2,Office Supplies,12/9/2014
Xerox 2,Central,5.184,1.8144,0.2,Office Supplies,2/3/2017
Xerox 1893,Central,65.584,23.7742,0.2,Office Supplies,2/3/2017
Eldon Cleatmat Chair Mats for Medium Pile Carpets,Central,22.2,-26.085,0.6,Furniture,2/3/2017
Xerox 189,Central,419.4,146.79,0.2,Office Supplies,2/3/2017
"Executive Impressions 14"" Contract Wall Clock",South,88.92,14.4495,0.2,Furniture,11/11/2017
Newell Chalk Holder,Central,9.912,3.2214,0.2,Office Supplies,9/17/2017
"Global Wood Trimmed Manager's Task Chair, Khaki",Central,318.43,-77.333,0.3,Furniture,9/17/2017
Wilson Jones “Snap” Scratch Pad Binder Tool for Ring Binders,Central,5.8,-10.15,0.8,Office Supplies,9/17/2017
Polycom VoiceStation 500 Conference phone,Central,1415.76,88.4850000000001,0.2,Technology,9/17/2017
Geemarc AmpliPOWER60,Central,148.48,16.704,0.2,Technology,6/25/2017
Avery 498,Central,9.248,3.1212,0.2,Office Supplies,7/30/2016
Tennsco 16-Compartment Lockers with Coat Rack,Central,1036.624,51.8312,0.2,Office Supplies,7/30/2016
Konftel 250 Conference phone - Charcoal black,South,569.64,148.1064,0.0,Technology,4/16/2015
Cardinal EasyOpen D-Ring Binders,South,9.14,4.57,0.0,Office Supplies,4/16/2015
Tenex Antistatic Computer Chair Mats,South,1196.86,119.686,0.0,Furniture,4/16/2015
O'Sullivan 3-Shelf Heavy-Duty Bookcases,South,523.26,125.5824,0.0,Furniture,4/16/2015
Canon PC-428 Personal Copier,West,639.968,215.9892,0.2,Technology,4/11/2015
Easy-staple paper,West,52.76,24.2696,0.0,Office Supplies,4/11/2015
Microsoft Natural Keyboard Elite,West,538.92,80.838,0.0,Technology,2/27/2015
"Eberhard Faber 3 1/2"" Golf Pencils",West,14.88,3.72,0.0,Office Supplies,9/8/2016
Xerox 1900,West,34.24,15.408,0.0,Office Supplies,9/8/2016
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",West,261.74,65.435,0.0,Office Supplies,9/8/2016
Staple holder,West,87.84,23.7168,0.0,Office Supplies,5/19/2016
Dax Clear Box Frame,West,34.92,11.8728,0.0,Furniture,11/11/2017
Easy-staple paper,East,14.94,7.0218,0.0,Office Supplies,9/15/2014
"Master Caster Door Stop, Large Neon Orange",East,14.56,6.2608,0.0,Furniture,9/15/2014
Avery Hidden Tab Dividers for Binding Systems,East,3.576,-2.8608,0.7,Office Supplies,9/15/2015
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",East,147.184,-29.4368,0.2,Office Supplies,9/15/2015
Hewlett Packard 310 Color Digital Copier,West,1499.95,449.985,0.0,Technology,7/1/2016
"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Central,13.568,3.2224,0.2,Office Supplies,4/10/2016
Global Deluxe High-Back Manager's Chair,South,2573.82,746.4078,0.0,Furniture,1/6/2014
Ibico Hi-Tech Manual Binding System,South,609.98,274.491,0.0,Office Supplies,1/6/2014
Rogers Handheld Barrel Pencil Sharpener,South,5.48,1.4796,0.0,Office Supplies,1/6/2014
GE 30524EE4,South,391.98,113.6742,0.0,Technology,1/6/2014
Wireless Extenders zBoost YX545 SOHO Signal Booster,South,755.96,204.1092,0.0,Technology,1/6/2014
"Alliance Super-Size Bands, Assorted Sizes",South,31.12,0.3112,0.0,Office Supplies,1/6/2014
Southworth 25% Cotton Granite Paper & Envelopes,South,6.54,3.0084,0.0,Office Supplies,1/6/2014
Globe Weis Peel & Seel First Class Envelopes,West,12.78,5.751,0.0,Office Supplies,9/1/2016
Avery Binding System Hidden Tab Executive Style Index Sets,East,18.464,6.924,0.2,Office Supplies,9/23/2014
"Global Wood Trimmed Manager's Task Chair, Khaki",East,445.802,-108.2662,0.3,Furniture,12/15/2014
Staples in misc. colors,Central,2.48,0.868,0.0,Office Supplies,12/28/2017
Wilson Jones Impact Binders,Central,25.9,12.691,0.0,Office Supplies,12/28/2017
Xerox 1903,East,29.9,14.651,0.0,Office Supplies,12/19/2015
Logitech diNovo Edge Keyboard,East,2249.91,517.4793,0.0,Technology,12/19/2015
Bretford Rectangular Conference Table Tops,East,1053.164,-105.3164,0.3,Furniture,12/19/2015
Xerox 1996,West,12.96,6.2208,0.0,Office Supplies,11/5/2017
"Seth Thomas 13 1/2"" Wall Clock",West,106.68,33.0708,0.0,Furniture,9/10/2015
iOttie HLCRIO102 Car Mount,East,119.94,5.99699999999999,0.0,Technology,11/16/2017
Xerox 1953,Central,10.272,3.21,0.2,Office Supplies,9/11/2017
Bevis Round Conference Table Top & Single Column Base,Central,512.19,-65.853,0.3,Furniture,9/11/2017
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Central,1.556,-4.2012,0.8,Office Supplies,9/11/2017
Acco Suede Grain Vinyl Round Ring Binder,West,4.448,1.4456,0.2,Office Supplies,7/14/2017
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",West,276.69,49.8042,0.0,Furniture,7/14/2017
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",West,4.96,2.3312,0.0,Office Supplies,7/14/2017
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",West,71.92,20.8568,0.0,Office Supplies,7/14/2017
"Eldon 200 Class Desk Accessories, Burgundy",West,18.84,7.9128,0.0,Furniture,7/14/2017
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,West,140.97,19.7358,0.0,Technology,7/14/2017
GE 30524EE4,West,470.376,52.9173,0.2,Technology,7/14/2017
Manco Dry-Lighter Erasable Highlighter,West,6.08,2.0672,0.0,Office Supplies,3/30/2017
AT&T CL83451 4-Handset Telephone,West,164.792,18.5391,0.2,Technology,3/30/2017
Staple envelope,East,23.36,11.68,0.0,Office Supplies,1/31/2016
"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Central,12.176,-18.8728,0.8,Office Supplies,6/8/2017
AT&T CL82213,West,46.384,5.21819999999999,0.2,Technology,11/2/2014
Adjustable Depth Letter/Legal Cart,West,362.92,105.2468,0.0,Office Supplies,11/2/2014
Xerox 1950,East,9.248,3.3524,0.2,Office Supplies,7/14/2017
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),East,1889.946,-377.9892,0.4,Technology,7/14/2017
"Tenex File Box, Personal Filing Tote with Lid, Black",East,62.04,4.653,0.2,Office Supplies,7/14/2017
"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",East,396.92,148.845,0.2,Furniture,7/14/2017
"SAFCO Mobile Desk Side File, Wire Frame",East,239.456,17.9592,0.2,Office Supplies,7/14/2017
Crayola Colored Pencils,East,13.12,2.132,0.2,Office Supplies,7/14/2017
"XtraLife ClearVue Slant-D Ring Binder, White, 3""",South,29.36,13.5056,0.0,Office Supplies,12/9/2017
Belkin F9M820V08 8 Outlet Surge,South,214.9,62.321,0.0,Office Supplies,12/9/2017
"Avery Durable Slant Ring Binders, No Labels",South,15.92,7.4824,0.0,Office Supplies,12/9/2017
Logitech ClearChat Comfort/USB Headset H390,South,146.45,48.3285,0.0,Technology,12/9/2017
Eldon Gobal File Keepers,South,15.14,0.605599999999999,0.0,Office Supplies,12/9/2017
Avery 492,South,5.76,2.6496,0.0,Office Supplies,12/9/2017
Canon Imageclass D680 Copier / Fax,South,1399.98,629.991,0.0,Technology,12/9/2017
Recycled Easel Ring Binders,East,8.952,-7.46,0.7,Office Supplies,9/5/2016
Pressboard Hanging Data Binders for Unburst Sheets,East,8.856,-6.4944,0.7,Office Supplies,9/5/2016
"Global Push Button Manager's Chair, Indigo",East,85.246,-1.2178,0.3,Furniture,9/5/2016
Peel & Seel Envelopes,West,21.728,7.6048,0.2,Office Supplies,9/10/2014
GuestStacker Chair with Chrome Finish Legs,West,1487.04,148.704,0.2,Furniture,9/10/2014
Staple envelope,West,71.88,33.0648,0.0,Office Supplies,9/26/2017
Stackable Trays,West,9.24,2.9568,0.0,Furniture,9/26/2017
Xerox 1895,West,35.88,16.146,0.0,Office Supplies,9/26/2017
"Wilson Jones Hanging View Binder, White, 1""",West,17.04,5.538,0.2,Office Supplies,9/26/2017
Fellowes PB300 Plastic Comb Binding Machine,West,931.176,314.2719,0.2,Office Supplies,9/26/2017
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",West,266.352,-13.3176,0.2,Furniture,6/17/2016
"Global Manager's Adjustable Task Chair, Storm",West,483.136,54.3527999999999,0.2,Furniture,6/17/2016
"Global High-Back Leather Tilter, Burgundy",South,196.784,-22.1382,0.2,Furniture,2/25/2017
"Bush Westfield Collection Bookcases, Medium Cherry Finish",South,231.92,5.798,0.2,Furniture,2/25/2017
Acme Tagit Stainless Steel Antibacterial Scissors,West,29.7,8.019,0.0,Office Supplies,3/31/2017
Tensor Brushed Steel Torchiere Floor Lamp,Central,13.592,-14.2716,0.6,Furniture,12/3/2017
Xerox 1880,West,70.88,33.3136,0.0,Office Supplies,2/19/2016
Letter Size Cart,West,114.288,12.8574,0.2,Office Supplies,12/2/2017
Aluminum Screw Posts,West,36.624,-24.416,0.7,Office Supplies,12/2/2017
Hon 4-Shelf Metal Bookcases,West,242.352,-363.528,0.7,Furniture,12/2/2017
Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,West,49.616,4.9616,0.2,Technology,12/2/2017
"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",West,508.704,0.0,0.2,Furniture,12/2/2017
Macally Suction Cup Mount,West,57.36,-14.34,0.2,Technology,12/2/2017
Hon GuestStacker Chair,West,906.68,68.001,0.2,Furniture,12/2/2017
Motorola Droid Maxx,Central,719.952,71.9952,0.2,Technology,10/10/2014
Cisco 8x8 Inc. 6753i IP Business Phone System,Central,755.944,66.1451,0.2,Technology,10/10/2014
GBC Personal VeloBind Strips,Central,11.98,-19.168,0.8,Office Supplies,10/10/2014
Avery Non-Stick Binders,Central,0.898,-1.5715,0.8,Office Supplies,10/10/2014
"Executive Impressions 12"" Wall Clock",Central,21.204,-11.6622,0.6,Furniture,9/5/2016
"Peel & Seel Recycled Catalog Envelopes, Brown",East,34.74,17.37,0.0,Office Supplies,11/20/2014
Toshiba IPT2010-SD IP Telephone,East,833.94,216.8244,0.0,Technology,11/20/2014
3M Organizer Strips,East,12.96,4.536,0.2,Office Supplies,11/20/2014
Xerox 2000,East,25.92,12.4416,0.0,Office Supplies,11/20/2014
Bestar Classic Bookcase,East,349.965,-216.9783,0.5,Furniture,5/10/2014
DIXON Ticonderoga Erasable Checking Pencils,East,22.32,5.301,0.2,Office Supplies,5/10/2014
Xerox 1909,Central,158.28,72.8088,0.0,Office Supplies,11/27/2017
GBC DocuBind P100 Manual Binding Machine,Central,497.94,224.073,0.0,Office Supplies,11/27/2017
Kensington 7 Outlet MasterPiece Power Center,East,533.94,154.8426,0.0,Office Supplies,11/1/2014
Xerox 1934,East,167.94,82.2906,0.0,Office Supplies,11/1/2014
"Master Big Foot Doorstop, Beige",East,31.68,9.8208,0.0,Furniture,11/1/2014
"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,170.786,0.0,0.3,Furniture,12/30/2016
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Central,198.744,0.0,0.3,Furniture,9/3/2016
Logitech MX Performance Wireless Mouse,West,63.824,13.5626,0.2,Technology,10/5/2017
Global Deluxe High-Back Office Chair in Storm,West,435.168,-59.8356,0.2,Furniture,1/30/2016
O'Sullivan 2-Shelf Heavy-Duty Bookcases,West,48.58,7.7728,0.0,Furniture,1/30/2016
Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,Central,47.976,8.39579999999999,0.2,Technology,4/21/2017
Xerox 230,Central,20.736,7.2576,0.2,Office Supplies,4/21/2017
Prang Colored Pencils,West,26.46,11.907,0.0,Office Supplies,12/5/2014
Xerox 1933,West,49.12,23.0864,0.0,Office Supplies,12/5/2014
Advantus Plastic Paper Clips,West,15.0,7.2,0.0,Office Supplies,12/5/2014
"Eldon Base for stackable storage shelf, platinum",South,194.7,9.73499999999998,0.0,Office Supplies,10/21/2014
Hon 2111 Invitation Series Straight Table,South,591.32,112.3508,0.0,Furniture,10/21/2014
SANFORD Liquid Accent Tank-Style Highlighters,South,2.84,0.8804,0.0,Office Supplies,10/21/2014
"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",West,221.96,4.4392,0.0,Office Supplies,12/8/2015
WD My Passport Ultra 500GB Portable External Hard Drive,West,236.0,40.12,0.0,Technology,12/8/2015
"Maxell 74 Minute CD-R Spindle, 50/Pack",West,41.94,15.0984,0.0,Technology,11/2/2014
Samsung Rugby III,West,52.792,4.6193,0.2,Technology,11/2/2014
Hon Every-Day Series Multi-Task Chairs,Central,563.94,112.788,0.0,Furniture,12/18/2016
"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",East,2625.12,735.0336,0.0,Office Supplies,11/23/2015
Newell 315,East,17.94,4.485,0.0,Office Supplies,11/23/2015
Fellowes High-Stak Drawer Files,East,422.856,15.8571,0.2,Office Supplies,8/13/2015
Novimex Turbo Task Chair,East,127.764,2.8392,0.1,Furniture,4/16/2015
Samsung Galaxy S4 Active,South,3499.93,909.9818,0.0,Technology,3/21/2014
Avery 492,South,14.4,6.624,0.0,Office Supplies,3/21/2014
Xerox 1919,South,122.97,60.2553,0.0,Office Supplies,3/21/2014
American Pencil,South,9.32,2.7028,0.0,Office Supplies,3/21/2014
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",South,122.94,59.0112,0.0,Office Supplies,3/21/2014
DAX Cubicle Frames - 8x10,West,17.31,5.193,0.0,Furniture,11/16/2017
Boston KS Multi-Size Manual Pencil Sharpener,Central,128.744,12.8744,0.2,Office Supplies,9/25/2015
"6"" Cubicle Wall Clock, Black",East,58.248,11.6496,0.2,Furniture,9/5/2016
"Global Task Chair, Black",East,71.246,-19.3382,0.3,Furniture,9/5/2016
Newell 329,East,7.872,0.590399999999999,0.2,Office Supplies,9/5/2016
Global Comet Stacking Arm Chair,East,887.271,-63.3765,0.3,Furniture,9/5/2016
Premium Transparent Presentation Covers by GBC,Central,146.86,70.4928,0.0,Office Supplies,4/20/2017
Cardinal EasyOpen D-Ring Binders,Central,36.56,18.28,0.0,Office Supplies,4/20/2017
Jabra SPEAK 410,West,225.576,22.5576,0.2,Technology,6/15/2015
Newell 313,West,5.248,0.4592,0.2,Office Supplies,9/17/2014
Boston 16701 Slimline Battery Pencil Sharpener,West,38.256,4.782,0.2,Office Supplies,9/17/2014
Riverleaf Stik-Withit Designer Note Cubes,West,40.24,13.078,0.2,Office Supplies,9/17/2014
Plantronics Single Ear Headset,West,29.925,-21.945,0.7,Technology,9/17/2014
Xerox 1960,West,148.704,46.47,0.2,Office Supplies,9/17/2014
"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",West,55.92,16.776,0.2,Technology,9/17/2014
Xerox 213,East,12.96,6.2208,0.0,Office Supplies,7/8/2016
36X48 HARDFLOOR CHAIRMAT,Central,25.176,-33.3582,0.6,Furniture,5/27/2016
G.E. Halogen Desk Lamp Bulbs,Central,5.584,-1.6752,0.6,Furniture,5/27/2016
Standard Rollaway File with Lock,Central,1297.368,97.3026,0.2,Office Supplies,5/27/2016
Economy Rollaway Files,Central,264.32,19.824,0.2,Office Supplies,12/24/2017
Xerox 2,West,25.92,12.4416,0.0,Office Supplies,5/3/2017
Newell 350,West,22.96,6.6584,0.0,Office Supplies,5/3/2017
Xerox 220,West,19.44,9.3312,0.0,Office Supplies,2/22/2014
"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",Central,9.54,4.293,0.0,Office Supplies,2/8/2015
"Advantus Push Pins, Aluminum Head",Central,5.81,1.8011,0.0,Office Supplies,2/8/2015
"Sanford Colorific Colored Pencils, 12/Box",Central,5.76,1.728,0.0,Office Supplies,2/8/2015
"DAX Value U-Channel Document Frames, Easel Back",East,14.91,4.6221,0.0,Furniture,8/24/2015
"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",South,6.642,-4.428,0.7,Office Supplies,11/30/2014
"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",East,18.54,8.7138,0.0,Office Supplies,12/10/2016
Fellowes PB200 Plastic Comb Binding Machine,East,679.96,220.987,0.2,Office Supplies,12/10/2016
Chromcraft Rectangular Conference Tables,West,189.576,9.47879999999998,0.2,Furniture,10/27/2017
Griffin GC17055 Auxiliary Audio Cable,West,71.96,7.196,0.2,Technology,10/27/2017
Logitech Mobile Speakerphone P710e - speaker phone,West,539.92,47.243,0.2,Technology,11/25/2014
Hon GuestStacker Chair,West,725.344,54.4008,0.2,Furniture,11/25/2014
Staples in misc. colors,West,7.44,2.604,0.0,Office Supplies,11/25/2014
Belkin 7 Outlet SurgeMaster II,East,39.48,11.0544,0.0,Office Supplies,7/14/2014
Harmony Air Purifier,Central,850.5,245.7,0.1,Office Supplies,5/23/2015
Westinghouse Clip-On Gooseneck Lamps,Central,75.33,19.5858,0.0,Furniture,5/23/2015
Fellowes Command Center 5-outlet power strip,West,325.632,28.4928,0.2,Office Supplies,11/21/2015
Belkin Standard 104 key USB Keyboard,West,23.344,-1.459,0.2,Technology,11/21/2015
Avery 506,West,16.52,5.369,0.2,Office Supplies,11/21/2015
Airmail Envelopes,Central,335.72,113.3055,0.2,Office Supplies,3/30/2014
Innergie mMini Combo Duo USB Travel Charging Kit,Central,251.944,88.1804,0.2,Technology,3/30/2014
"Global Stack Chair without Arms, Black",Central,127.302,-9.093,0.3,Furniture,3/30/2014
DMI Arturo Collection Mission-style Design Wood Chair,South,1207.84,314.0384,0.0,Furniture,12/29/2017
GBC ProClick Spines for 32-Hole Punch,South,12.53,5.8891,0.0,Office Supplies,12/29/2017
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,South,34.58,10.0282,0.0,Office Supplies,12/29/2017
"Global Leather and Oak Executive Chair, Black",South,300.98,87.2842,0.0,Furniture,12/29/2017
Harbour Creations Steel Folding Chair,South,258.75,77.625,0.0,Furniture,12/29/2017
Newell 34,East,59.52,15.4752,0.0,Office Supplies,3/2/2017
Staple envelope,East,57.96,27.2412,0.0,Office Supplies,3/2/2017
"Bush Cubix Collection Bookcases, Fully Assembled",East,441.96,101.6508,0.0,Furniture,3/2/2017
Easy-staple paper,East,68.04,33.3396,0.0,Office Supplies,3/2/2017
Zebra GK420t Direct Thermal/Thermal Transfer Printer,West,703.71,-938.28,0.7,Technology,10/6/2016
Recycled Easel Ring Binders,West,17.904,-14.92,0.7,Office Supplies,10/6/2016
"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",West,11.976,-9.1816,0.7,Office Supplies,10/6/2016
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",West,67.96,0.849500000000003,0.2,Technology,10/6/2016
GuestStacker Chair with Chrome Finish Legs,West,892.224,89.2224,0.2,Furniture,4/5/2015
"3D Systems Cube Printer, 2nd Generation, White",South,1299.99,-571.9956,0.5,Technology,9/9/2014
Avery Round Ring Poly Binders,West,4.544,1.6472,0.2,Office Supplies,3/15/2016
Global Comet Stacking Arm Chair,West,1352.032,84.502,0.2,Furniture,3/15/2016
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",East,1548.99,-464.697,0.4,Furniture,12/27/2015
Staple envelope,East,19.872,6.7068,0.2,Office Supplies,12/27/2015
Logitech K350 2.4Ghz Wireless Keyboard,Central,119.448,-13.4379,0.2,Technology,8/7/2017
Safco Industrial Shelving,Central,118.16,-25.109,0.2,Office Supplies,8/7/2017
Newell 316,South,19.56,5.4768,0.0,Office Supplies,3/22/2015
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",West,80.96,29.1456,0.0,Furniture,11/30/2015
Xerox 1997,West,25.92,12.4416,0.0,Office Supplies,11/30/2015
Belkin F9G930V10-GRY 9 Outlet Surge,West,106.96,31.0184,0.0,Office Supplies,4/15/2014
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",West,187.76,76.9816,0.0,Furniture,4/15/2014
GBC ProClick Punch Binding System,East,76.776,-53.7432,0.7,Office Supplies,7/30/2017
"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Central,53.9,25.872,0.0,Office Supplies,6/1/2017
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Central,76.728,-53.7096,0.6,Furniture,1/7/2014
"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Central,10.43,-18.2525,0.8,Office Supplies,1/7/2014
Newell 334,West,99.2,25.792,0.0,Office Supplies,9/29/2017
Fluorescent Highlighters by Dixon,South,15.92,2.786,0.2,Office Supplies,9/13/2017
Tenex Chairmats For Use with Hard Floors,South,129.92,10.3936,0.0,Furniture,10/22/2014
Ibico Plastic Spiral Binding Combs,East,30.4,13.984,0.0,Office Supplies,10/4/2016
Hewlett Packard LaserJet 3310 Copier,East,5399.91,2591.9568,0.0,Technology,10/4/2016
Letter Size File,East,119.1,34.539,0.0,Office Supplies,10/4/2016
Xerox 1977,East,40.08,19.2384,0.0,Office Supplies,11/27/2015
Xerox 1884,East,59.94,28.1718,0.0,Office Supplies,11/27/2015
Logitech G35 7.1-Channel Surround Sound Headset,East,259.98,88.3932,0.0,Technology,11/27/2015
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",East,170.98,32.4862,0.0,Furniture,11/27/2015
"Tensor ""Hersey Kiss"" Styled Floor Lamp",East,38.97,4.6764,0.0,Furniture,11/27/2015
Xerox 197,East,154.9,69.705,0.0,Office Supplies,11/27/2015
Hon Non-Folding Utility Tables,East,446.068,0.0,0.3,Furniture,11/27/2015
Eureka The Boss Cordless Rechargeable Stick Vac,West,152.94,41.2938,0.0,Office Supplies,5/6/2017
"Maxell 74 Minute CDR, 10/Pack",South,23.472,4.9878,0.2,Technology,10/8/2014
Xerox 1917,East,195.64,91.9508,0.0,Office Supplies,12/31/2014
Xerox 1970,East,14.94,7.0218,0.0,Office Supplies,12/31/2014
Plantronics Savi W720 Multi-Device Wireless Headset System,East,1687.8,742.632,0.0,Technology,12/31/2014
Sauder Inglewood Library Bookcases,East,341.96,78.6508,0.0,Furniture,12/31/2014
"Global Fabric Manager's Chair, Dark Gray",East,605.88,151.47,0.0,Furniture,12/31/2014
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Central,186.732,41.496,0.1,Office Supplies,4/28/2015
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,Central,3812.97,1906.485,0.0,Office Supplies,4/28/2015
"Black Avery Memo-Size 3-Ring Binder, 5 1/2"" x 8 1/2""",East,26.424,9.5787,0.2,Office Supplies,2/14/2015
Samsung Galaxy S4,East,625.99,187.797,0.0,Technology,2/14/2015
Chromcraft Round Conference Tables,Central,1568.61,329.4081,0.0,Furniture,11/25/2016
Wilson Jones International Size A4 Ring Binders,Central,17.3,8.304,0.0,Office Supplies,11/25/2016
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,Central,160.0,62.4,0.0,Technology,11/25/2016
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,South,179.94,50.3832,0.0,Office Supplies,7/15/2017
Hon 5100 Series Wood Tables,South,872.94,157.1292,0.0,Furniture,7/15/2017
Xerox 1999,South,12.96,6.2208,0.0,Office Supplies,7/15/2017
Alphabetical Labels for Top Tab Filing,West,88.8,44.4,0.0,Office Supplies,12/29/2014
HTC One,West,319.968,35.9964,0.2,Technology,12/29/2014
"Global Stack Chair with Arms, Black",West,167.888,14.6902,0.2,Furniture,3/22/2016
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Central,163.96,59.4355,0.2,Office Supplies,7/2/2017
Wilson Jones Four-Pocket Poly Binders,Central,5.232,-8.1096,0.8,Office Supplies,7/2/2017
Canon PC1080F Personal Copier,East,1199.98,467.9922,0.0,Technology,12/14/2017
Safco Industrial Shelving,East,73.85,2.21550000000001,0.0,Office Supplies,12/14/2017
